"1191403551702110212";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (November 4, 2019 at 06:00PM - November 4, 2019 at 09:00PM). https://ift.tt/2Cc9Wjr "
"1190633496206815232";"DELETE";"REMINDER: SU home game (November 2, 2019 at 03:00PM - November 2, 2019 at 05:00PM). https://ift.tt/2Ny0Zq6 "
"1190316448239038464";"DELETE";"REMINDER: Radio & Mesh Networking SIG (November 1, 2019 at 06:00PM - November 1, 2019 at 09:00PM). https://ift.tt/2C4i99o "
"1190316445512687622";"DELETE";"REMINDER: Visit the Hackspace Night (November 1, 2019 at 06:00PM - November 1, 2019 at 09:00PM). https://ift.tt/2q8L3Td "
"1190316443373572096";"DELETE";"REMINDER: CNC & Machine Building SIG (November 1, 2019 at 06:00PM - November 1, 2019 at 09:00PM). https://ift.tt/2NzHqgP "
"1189961656648032256";"DELETE";"REMINDER: Robotics SIG (October 31, 2019 at 06:30PM - October 31, 2019 at 09:00PM). https://ift.tt/2WxkgM9 "
"1189606793531609088";"DELETE";"REMINDER: Sheffield's Women At Work in WW1 (October 30, 2019 at 07:00PM - October 30, 2019 at 09:00PM). https://ift.tt/2JBVG7J "
"1189229347678367744";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (October 29, 2019 at 06:00PM - October 29, 2019 at 09:00PM). https://ift.tt/2WpCEa3 "
"1188866954083348480";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (October 28, 2019 at 06:00PM - October 28, 2019 at 09:00PM). https://ift.tt/2oovkia "
"1188134477895229440";"DELETE";"REMINDER: CANCELLED - Gaming SIG (October 26, 2019 at 06:30PM - October 26, 2019 at 09:30PM). https://ift.tt/32QPiRD "
"1188021271306670080";"DELETE";"REMINDER: Saturday Session (October 26, 2019 at 11:00AM - October 26, 2019 at 06:00PM). https://ift.tt/2JpW2yl "
"1186677438803333120";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (October 22, 2019 at 06:00PM - October 22, 2019 at 09:00PM). https://ift.tt/2W4Ko0J "
"1186315125101334528";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (October 21, 2019 at 06:00PM - October 21, 2019 at 09:00PM). https://ift.tt/2Pa13yz "
"1185318450857676800";"DELETE";"REMINDER: OggCamp (October 19, 2019 at 12:00AM - October 21, 2019 at 12:00AM). https://ift.tt/2MUCHGd "
"1185227841312567296";"DELETE";"REMINDER: Radio & Mesh Networking SIG (October 18, 2019 at 06:00PM - October 18, 2019 at 09:00PM). https://ift.tt/35EBZFI "
"1185227839529984006";"DELETE";"REMINDER: Visit the Hackspace Night (October 18, 2019 at 06:00PM - October 18, 2019 at 09:00PM). https://ift.tt/2J3Qjhj "
"1185227837164392448";"DELETE";"REMINDER: CNC & Machine Building SIG (October 18, 2019 at 06:00PM - October 18, 2019 at 09:00PM). https://ift.tt/2VU8NWN "
